Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Type,City_Tier,Monthly_Income,Monthly_Expenses,Savings_Balance,Existing_Loan_Amount,Credit_Card_Utilization,Debt_to_Income_Ratio,Number_of_Open_Accounts,Number_of_Credit_Cards,Loan_Amount_Requested,Loan_Tenure_Months,Loan_Purpose,Interest_Rate,EMI,EMI_to_Income_Ratio,Credit_Score,Previous_Defaults,Payment_Delay_Days,Credit_History_Years,Recent_Credit_Inquiries,Online_Application,App_Login_Frequency,Document_Verification_Score,Address_Stability_Years,Job_Stability_Years,Loan_Default,Has_Credit_Card,Has_Personal_Loan,Has_Insurance,Has_Mutual_Fund,Has_Fixed_Deposit,Has_Gold_Loan,Has_Vehicle_Loan,Has_Home_Loan,Has_BNPL,Has_Overdraft
CUST00021,53,Female,Single,Graduate,Salaried,Tier 1,30516.0,13347.0,108689.0,0.0,46.8,0.151,5,2,215889.0,24,Wedding,13.29,10293.0,0.337,590.0,0,18.0,23.6,3,Yes,21,88.0,17.2,12.6,Yes,0,0,1,0,0,0,0,0,0,0
CUST00022,36,Male,Married,Post Graduate,Salaried,Tier 2,123949.0,81609.0,202346.0,83652.0,55.9,0.17,6,2,157914.0,24,Education,7.5,7106.0,0.057,854.0,0,4.0,7.7,2,No,8,78.5,6.9,8.9,No,0,1,0,1,1,0,0,0,0,0
CUST00023,39,Female,Married,Graduate,Salaried,Tier 3,33950.0,16490.0,14920.0,0.0,81.6,0.239,4,2,276877.0,36,Education,13.67,9419.0,0.277,621.0,0,17.0,8.8,1,Yes,19,82.0,13.3,11.8,No,0,0,1,0,0,0,0,0,1,0
CUST00024,24,Female,Divorced,Professional,Salaried,Tier 1,90127.0,55802.0,,0.0,40.7,0.046,3,1,184389.0,24,Wedding,10.86,8582.0,0.095,667.0,0,9.0,2.3,2,No,14,72.5,0.1,0.4,No,0,0,0,0,0,0,0,0,0,0
CUST00025,33,Male,Married,Professional,Salaried,Tier 2,132223.0,55924.0,71411.0,70529.0,61.1,0.137,8,2,611823.0,24,Wedding,7.5,27532.0,0.208,825.0,0,14.0,9.0,0,No,12,80.9,0.0,0.1,No,0,0,0,0,1,0,0,1,0,0
CUST00026,39,Female,Married,Post Graduate,Salaried,Tier 2,105696.0,54981.0,304686.0,0.0,55.6,0.041,3,1,196511.0,6,Medical,11.41,33850.0,0.32,686.0,0,2.0,9.0,3,Yes,19,74.3,8.2,7.9,No,0,0,0,1,0,0,0,0,0,0
CUST00027,26,Female,Married,Graduate,Salaried,Tier 2,73569.0,48725.0,,0.0,59.8,0.045,4,6,709318.0,36,Education,9.6,22755.0,0.309,676.0,0,3.0,1.7,4,Yes,14,94.0,2.8,0.0,No,0,0,1,0,0,0,0,0,0,0
CUST00028,42,Female,Married,Graduate,Salaried,Tier 1,119832.0,67702.0,,0.0,49.1,0.229,4,4,40000.0,24,Business,10.7,1859.0,0.02,711.0,0,7.0,10.6,0,No,16,85.0,9.2,7.3,No,0,1,0,0,0,0,0,0,1,0
CUST00029,32,Male,Single,High School,Self-employed,Tier 3,39213.0,27152.0,108814.0,0.0,37.7,0.085,8,4,303056.0,48,Business,12.57,8066.0,0.206,678.0,0,30.0,7.7,4,Yes,15,72.8,0.0,3.6,No,1,0,0,0,0,0,0,0,0,0
CUST00030,35,Female,Married,Graduate,Salaried,Tier 2,125675.0,86675.0,,247964.0,98.9,0.332,4,1,107105.0,24,Travel,13.22,5103.0,0.041,677.0,1,20.0,3.5,1,Yes,25,89.7,9.7,6.6,No,0,1,0,0,0,0,1,0,1,0
CUST00031,32,Female,Married,Graduate,Salaried,Tier 1,26548.0,16494.0,69995.0,0.0,69.7,0.109,3,3,194621.0,24,Medical,12.27,9186.0,0.346,,0,2.0,9.4,3,Yes,20,82.3,5.4,2.5,No,0,0,0,1,0,0,0,0,0,0
CUST00032,57,Male,Married,Graduate,Salaried,Tier 2,54860.0,38190.0,-2196.0,49230.0,35.7,0.124,7,5,165291.0,6,Travel,7.5,28154.0,0.513,830.0,0,7.0,32.9,2,No,9,85.4,17.9,12.1,No,0,1,1,0,0,0,0,0,0,0
CUST00033,38,Male,Single,Post Graduate,Salaried,Tier 3,53614.0,24748.0,,559099.0,2.8,0.905,7,3,364169.0,36,Vehicle,11.03,11928.0,0.222,746.0,0,3.0,14.7,2,No,10,100.0,0.5,3.4,No,1,0,0,0,0,0,0,0,0,0
CUST00034,27,Male,Married,Graduate,Business,Tier 2,58479.0,39768.0,183341.0,0.0,23.5,0.067,3,2,767804.0,24,Business,13.16,36561.0,0.625,617.0,0,7.0,4.2,1,Yes,25,91.2,7.1,,No,0,0,0,0,1,0,0,0,1,0
CUST00035,46,Female,Married,Post Graduate,Salaried,Tier 2,90921.0,52305.0,202869.0,0.0,43.1,0.086,5,2,131892.0,24,Travel,7.5,5935.0,0.065,900.0,0,3.0,14.2,0,Yes,17,92.8,10.8,12.5,No,0,0,1,0,1,0,0,0,0,0
CUST00036,26,Female,Divorced,Graduate,Self-employed,Tier 2,55072.0,21703.0,195893.0,157641.0,49.8,0.288,4,3,205926.0,24,Education,7.5,9267.0,0.168,809.0,0,1.0,1.5,1,No,16,86.0,0.0,0.0,No,1,0,0,0,0,0,0,1,0,0
CUST00037,40,Male,Married,High School,Self-employed,Tier 1,72129.0,50888.0,138429.0,87515.0,59.0,0.228,3,2,207362.0,6,Debt Consolidation,9.52,35526.0,0.493,739.0,0,4.0,14.4,1,Yes,16,,7.3,3.4,No,0,0,0,0,1,0,0,0,0,0
CUST00038,21,Female,Married,Graduate,Self-employed,Tier 1,30635.0,21429.0,-4429.0,31521.0,59.2,0.128,4,2,411526.0,24,Vehicle,12.49,19466.0,0.635,685.0,1,41.0,0.0,1,Yes,21,80.3,4.2,0.2,Yes,1,0,0,0,0,0,0,0,0,0
CUST00039,25,Male,Married,Professional,Business,Tier 1,260000.0,112234.0,600000.0,0.0,84.7,0.288,5,4,288863.0,36,Debt Consolidation,16.12,10173.0,0.039,,0,1.0,1.8,5,Yes,29,77.5,5.0,0.0,No,0,0,0,1,0,0,0,0,1,1
CUST00040,40,Female,Single,Post Graduate,Business,Tier 1,77886.0,23587.0,421584.0,1091307.0,71.3,1.233,5,3,312786.0,12,Business,12.63,27883.0,0.358,785.0,0,4.0,9.1,3,No,8,85.8,5.2,,No,1,1,1,1,0,0,1,1,0,0
CUST00041,45,Male,Single,High School,Salaried,Tier 2,51770.0,23149.0,117533.0,359689.0,55.6,0.64,5,1,286228.0,36,Business,7.5,8903.0,0.172,900.0,0,9.0,6.5,3,Yes,23,79.8,10.0,11.7,No,1,0,0,0,1,0,0,0,1,0
CUST00042,40,Male,Single,Graduate,Salaried,Tier 1,60730.0,33001.0,53439.0,44128.0,42.2,0.175,5,3,436897.0,60,Medical,7.5,8755.0,0.144,900.0,0,8.0,12.0,0,Yes,16,98.7,10.3,,No,1,0,0,0,0,0,0,0,0,0
CUST00043,37,Male,Single,Professional,Self-employed,Tier 3,60865.0,31741.0,185752.0,286191.0,38.4,0.487,2,3,671749.0,48,Business,14.27,18448.0,0.303,647.0,0,32.0,12.5,0,No,11,78.6,11.5,10.6,No,1,0,1,0,0,0,0,1,0,0
CUST00044,35,Male,Married,High School,Unemployed,Tier 3,12000.0,6000.0,84553.0,66107.0,14.1,0.575,4,4,372490.0,12,Debt Consolidation,14.08,33459.0,1.25,728.0,0,13.0,11.5,3,No,14,69.4,5.5,0.6,No,1,0,0,0,0,0,1,0,1,0
CUST00045,23,Female,Married,Graduate,Business,Tier 2,73869.0,48396.0,119900.0,238133.0,61.3,0.284,3,1,123933.0,36,Medical,13.61,4212.0,0.057,633.0,0,11.0,1.7,0,Yes,14,84.7,0.0,0.0,Yes,1,0,0,0,0,0,0,1,1,0
CUST00046,31,Male,Married,Graduate,Salaried,Tier 2,77992.0,46485.0,166220.0,101340.0,61.2,0.187,3,1,285198.0,24,Wedding,7.5,12834.0,0.165,834.0,0,4.0,3.0,2,Yes,23,70.4,4.2,1.2,No,0,0,0,1,0,0,0,0,0,0
CUST00047,33,Male,Single,Graduate,Salaried,Tier 1,18155.0,9517.0,138125.0,0.0,60.1,0.119,6,2,332562.0,24,Debt Consolidation,9.89,15329.0,0.844,707.0,0,6.0,10.8,0,Yes,16,87.4,8.1,5.5,No,0,0,1,0,1,0,0,0,0,0
CUST00048,49,Male,Single,Graduate,Business,Tier 2,55059.0,26737.0,191700.0,31972.0,40.3,0.187,3,4,713010.0,48,Wedding,9.51,17916.0,0.325,750.0,0,65.0,23.9,4,Yes,17,79.5,8.8,9.1,No,0,0,0,0,1,0,0,0,0,0
CUST00049,41,Male,Single,High School,Salaried,Tier 2,36143.0,27665.0,-29975.0,0.0,70.7,0.229,9,3,1091256.7838475998,60,Wedding,16.2,7577.0,0.21,650.0,2,39.0,6.6,1,Yes,27,80.5,13.6,9.0,No,0,1,0,0,0,0,0,0,0,0
CUST00050,21,Female,Single,Graduate,Self-employed,Tier 1,210579.0,48563.0,534676.0,111099.0,61.8,0.092,6,1,235347.0,12,Wedding,14.47,21183.0,0.101,559.0,0,20.0,0.0,2,No,9,64.2,6.3,0.0,Yes,1,0,1,0,1,0,0,0,0,0
CUST00051,41,Female,Single,High School,Self-employed,Tier 1,73542.0,36037.0,219428.0,81491.0,50.3,0.194,4,5,256434.0,36,Travel,8.95,8149.0,0.111,750.0,0,2.0,17.2,1,Yes,21,75.8,20.1,14.2,No,1,0,1,0,1,1,0,1,0,0
CUST00052,34,Male,Married,Graduate,Salaried,Tier 2,129359.0,58863.0,600000.0,33798.0,75.1,0.044,5,3,216703.0,24,Vehicle,8.56,9856.0,0.076,724.0,0,11.0,11.8,2,Yes,24,84.4,9.6,8.7,No,1,0,1,1,1,0,0,0,0,0
CUST00053,31,Female,Married,Graduate,Business,Tier 2,89664.0,47823.0,221247.0,99791.0,72.8,0.152,3,3,286890.0,36,Debt Consolidation,18.53,10448.0,0.117,565.0,2,46.0,6.2,2,No,7,75.9,3.8,0.3,Yes,1,0,0,0,1,0,0,0,1,0
CUST00054,44,Male,Married,Graduate,Business,Tier 2,69020.0,24627.0,370908.0,71116.0,66.2,0.22,8,2,213847.0,6,Medical,7.99,36476.0,0.528,766.0,0,12.0,12.8,0,Yes,18,55.7,10.9,10.5,No,0,0,0,1,1,0,0,0,0,0
CUST00055,48,Female,Married,High School,Salaried,Tier 3,44298.0,15432.0,130323.0,26346.0,13.9,0.156,6,2,81893.0,6,Medical,11.48,14109.0,0.319,681.0,0,1.0,20.0,1,No,10,72.7,13.7,13.4,No,0,0,1,0,1,0,0,0,0,0
CUST00056,47,Female,Single,Graduate,Self-employed,Tier 3,74451.0,54136.0,165991.0,34376.0,74.3,0.085,4,2,218729.0,60,Debt Consolidation,21.61,5993.0,0.08,515.0,1,52.0,19.3,2,Yes,20,81.6,4.3,3.8,Yes,0,0,0,0,0,0,0,0,0,0
CUST00057,30,Female,Married,Graduate,Self-employed,Tier 1,153828.0,59534.0,600000.0,239553.0,57.2,0.237,2,1,690620.0,6,Business,15.87,120490.0,0.783,637.0,0,1.0,6.6,0,Yes,17,75.8,3.2,6.0,Yes,0,0,0,0,1,0,0,0,0,1
CUST00058,35,Female,Married,Graduate,Salaried,Tier 3,54885.0,25345.0,-44509.0,102905.0,28.7,0.351,9,1,401694.0,12,Home Renovation,7.5,34850.0,0.635,875.0,0,18.0,12.2,2,Yes,25,65.4,3.9,7.1,No,0,0,1,0,0,0,0,0,1,0
CUST00059,41,Female,Single,Graduate,Salaried,Tier 2,40243.0,13717.0,88697.0,112476.0,60.7,0.32,5,4,185528.0,6,Vehicle,8.84,31723.0,0.788,794.0,0,15.0,13.2,3,Yes,17,98.7,6.0,8.3,Yes,1,0,1,0,0,0,0,0,0,0
CUST00060,48,Female,Single,Graduate,Salaried,Tier 3,77294.0,26924.0,133857.0,191096.0,52.0,0.288,6,2,505810.0,12,Home Renovation,8.72,44168.0,0.571,787.0,0,23.0,11.4,2,Yes,22,90.9,17.6,14.4,No,0,0,0,0,1,0,0,1,1,0
CUST00061,33,Female,Single,High School,Business,Tier 3,26389.0,9761.0,208243.0,76300.0,25.5,0.33,7,1,1045499.5811614874,36,Debt Consolidation,9.11,9694.0,0.367,773.0,0,7.0,9.5,5,No,12,,11.4,6.5,No,1,0,1,0,1,1,1,0,0,0
CUST00062,36,Male,Single,High School,Salaried,Tier 1,65768.0,40064.0,87417.0,70944.0,70.4,0.205,6,2,105667.0,60,Vehicle,11.09,2302.0,0.035,678.0,0,36.0,10.2,2,Yes,16,88.2,5.8,10.6,No,0,0,0,0,0,1,0,0,0,0
CUST00063,27,Male,Married,Graduate,Salaried,Tier 1,98948.0,28367.0,513638.0,0.0,108.5,0.287,3,1,124335.0,6,Vehicle,14.49,21607.0,0.218,579.0,0,17.0,4.3,1,No,12,79.8,0.0,0.5,Yes,1,0,1,1,0,0,0,0,0,1
CUST00064,26,Male,Single,Graduate,Salaried,Tier 2,53416.0,20053.0,88979.0,519767.0,80.8,1.112,5,0,552251.0,12,Wedding,15.75,50041.0,0.937,675.0,0,10.0,3.2,2,Yes,26,91.4,0.0,0.0,No,0,0,0,0,1,0,0,0,0,0
CUST00065,46,Female,Married,Graduate,Salaried,Tier 1,41356.0,6000.0,316754.0,59671.0,50.2,0.271,7,1,312327.0,48,Wedding,9.56,7856.0,0.19,768.0,0,2.0,16.1,0,Yes,18,84.7,9.9,9.0,No,1,1,1,0,1,0,0,0,1,0
CUST00066,52,Male,Single,Post Graduate,Salaried,Tier 2,53861.0,29804.0,201730.0,31397.0,35.7,0.163,5,2,48261.0,24,Home Renovation,7.5,2172.0,0.04,,0,6.0,18.1,2,Yes,20,94.4,9.8,8.0,No,1,0,0,0,0,0,0,0,1,0
CUST00067,37,Male,Married,Post Graduate,Salaried,Tier 2,58112.0,37178.0,127021.0,14731.0,9.8,0.107,5,4,296215.0,36,Home Renovation,11.03,9702.0,0.167,700.0,0,17.0,7.6,0,No,10,94.5,5.4,,No,1,0,0,0,0,0,0,0,0,0
CUST00068,48,Male,Single,Post Graduate,Salaried,Tier 1,46491.0,27335.0,174051.0,145599.0,56.5,0.425,3,0,150206.0,36,Debt Consolidation,11.7,4967.0,0.107,766.0,0,3.0,10.9,2,No,15,74.1,20.0,12.5,No,1,0,0,0,0,0,0,0,1,0
CUST00069,42,Male,Married,Graduate,Self-employed,Tier 2,39591.0,27601.0,180889.0,0.0,30.4,0.128,4,1,236529.0,24,Business,10.31,10948.0,0.277,755.0,0,13.0,7.9,1,Yes,24,73.2,1.3,4.7,No,0,0,1,0,0,0,0,0,1,0
CUST00070,32,Female,Single,Graduate,Self-employed,Tier 2,22029.0,6000.0,145141.0,106554.0,34.2,0.413,6,3,418654.0,36,Vehicle,14.13,14335.0,0.651,652.0,0,8.0,10.1,0,Yes,33,89.8,0.5,4.7,No,1,0,0,0,0,0,1,0,1,0
CUST00071,42,Female,Single,Post Graduate,Self-employed,Tier 1,99211.0,59660.0,122261.0,128778.0,42.2,0.324,7,6,181056.0,36,Home Renovation,8.38,5705.0,0.058,743.0,0,3.0,19.2,2,No,9,73.3,3.3,5.1,No,0,0,1,0,1,1,1,0,0,0
CUST00072,53,Female,Married,Graduate,Salaried,Tier 2,68094.0,49584.0,203315.0,30519.0,51.5,0.234,4,1,114124.0,36,Debt Consolidation,7.5,3550.0,0.052,835.0,0,3.0,28.7,0,Yes,22,76.9,5.3,5.4,No,1,0,1,0,1,0,1,0,0,0
CUST00073,38,Female,Married,Graduate,Self-employed,Tier 2,56661.0,27100.0,110484.0,104962.0,48.1,0.165,4,3,350351.0,24,Education,7.5,15766.0,0.278,808.0,0,2.0,15.0,1,Yes,21,72.4,9.2,2.2,No,0,0,1,0,0,0,0,0,0,0
CUST00074,54,Female,Single,High School,Salaried,Tier 2,35761.0,29755.0,82361.0,249028.0,58.0,0.7,4,0,409387.0,36,Wedding,14.21,14034.0,0.392,633.0,0,2.0,10.6,0,No,16,97.4,8.7,4.9,No,1,0,0,0,1,0,0,1,0,0
CUST00075,21,Male,Married,Post Graduate,Salaried,Tier 2,60206.0,32142.0,155248.0,73283.0,88.6,0.274,9,2,119050.0,24,Wedding,7.5,5357.0,0.089,807.0,0,12.0,0.0,0,Yes,20,90.8,0.9,0.0,No,0,0,0,1,1,0,0,0,0,0
CUST00076,46,Male,Married,Graduate,Salaried,Tier 2,35932.0,32865.0,-4116.0,0.0,61.6,0.079,6,3,988105.9894152216,60,Wedding,13.01,10531.0,0.293,659.0,1,14.0,22.0,0,Yes,20,73.0,16.1,10.3,No,0,1,1,0,0,0,0,0,0,0
CUST00077,39,Female,Married,High School,Salaried,Tier 1,70053.0,45139.0,,58026.0,31.1,0.175,7,2,246058.0,24,Vehicle,7.5,11073.0,0.158,768.0,0,11.0,7.3,1,Yes,18,74.6,11.5,10.6,No,0,0,1,0,0,0,0,1,1,0
CUST00078,35,Male,Married,Post Graduate,Salaried,Tier 3,26874.0,16191.0,,0.0,45.4,0.029,5,3,46682.0,6,Medical,7.5,7951.0,0.296,820.0,0,6.0,12.5,0,Yes,21,100.0,0.0,0.0,No,1,0,1,1,1,0,0,0,0,0
CUST00079,39,Male,Married,Graduate,Salaried,Tier 2,59360.0,29763.0,248631.0,78232.0,49.6,0.156,6,2,173626.0,24,Business,18.32,8695.0,0.146,534.0,0,21.0,16.8,1,Yes,22,82.2,8.1,6.0,No,0,0,1,0,0,0,1,1,0,0
CUST00080,21,Female,Single,Professional,Salaried,Tier 2,58008.0,32479.0,,0.0,74.2,0.165,5,0,40000.0,48,Education,13.78,1089.0,0.02,604.0,1,10.0,0.0,2,No,11,94.1,0.0,1.9,Yes,0,0,0,0,1,0,0,0,0,0
CUST00081,36,Male,Married,Graduate,Self-employed,Tier 1,154438.0,40178.0,565546.0,334536.0,77.8,0.251,5,1,154786.0,36,Debt Consolidation,12.16,5153.0,0.033,648.0,0,8.0,9.0,3,Yes,30,72.6,1.1,3.2,No,1,0,0,0,0,0,0,0,0,0
CUST00082,42,Male,Single,Graduate,Salaried,Tier 1,90886.0,28119.0,83558.0,0.0,57.3,0.156,5,0,285477.0,24,Business,14.09,13719.0,0.151,679.0,0,4.0,14.3,0,Yes,21,99.2,16.5,8.6,No,0,0,0,1,0,0,0,0,0,0
CUST00083,53,Male,Married,Graduate,Unemployed,Tier 3,16054.0,12888.0,,117727.0,50.2,0.724,2,2,348450.0,6,Debt Consolidation,23.13,62055.0,1.25,511.0,1,47.0,28.6,2,Yes,19,76.4,6.3,2.9,Yes,1,0,0,0,0,0,0,0,0,0
CUST00084,33,Male,Married,Post Graduate,Self-employed,Tier 2,32508.0,15533.0,173526.0,209398.0,62.9,0.798,5,1,706109.0,48,Home Renovation,15.5,19831.0,0.61,692.0,0,10.0,8.7,2,Yes,16,,7.7,3.4,Yes,1,0,1,0,1,0,1,0,1,1
CUST00085,30,Male,Married,Post Graduate,Business,Tier 2,38016.0,19415.0,-4812.0,18775.0,66.0,0.182,3,2,964035.0,48,Business,14.52,26596.0,0.7,661.0,1,38.0,8.2,2,Yes,16,90.7,5.4,5.5,Yes,1,0,1,0,0,0,0,0,0,1
CUST00086,33,Male,Married,Post Graduate,Self-employed,Tier 2,78452.0,41587.0,299045.0,299373.0,64.1,0.435,7,1,194591.0,36,Education,9.48,6232.0,0.079,713.0,0,12.0,7.7,2,Yes,22,100.0,3.2,2.4,No,1,0,1,0,1,0,0,0,0,0
CUST00087,47,Female,Divorced,Post Graduate,Salaried,Tier 2,185999.0,100476.0,125620.0,0.0,17.4,0.069,4,1,399046.0,60,Debt Consolidation,11.61,8798.0,0.047,689.0,0,13.0,17.9,1,Yes,12,80.7,16.9,9.7,No,0,0,0,0,1,0,0,0,0,0
CUST00088,41,Female,Married,High School,Unemployed,Tier 1,22953.0,21707.0,13844.0,219470.0,61.5,0.906,2,2,272663.0,36,Vehicle,11.47,8987.0,0.392,,0,28.0,10.5,2,No,14,69.7,0.0,1.9,No,1,0,0,0,1,0,0,0,0,1
CUST00089,33,Male,Married,Professional,,Tier 1,126393.0,59098.0,304406.0,50518.0,74.3,0.12,6,0,215783.0462907625,12,Medical,10.63,8717.0,0.069,,0,13.0,5.1,1,Yes,18,77.4,5.0,2.5,Yes,1,0,1,1,0,1,0,0,0,0
CUST00090,43,Female,Divorced,Graduate,Salaried,Tier 1,75508.0,53091.0,134475.0,0.0,68.0,0.158,5,1,320289.0,36,Education,7.5,9963.0,0.132,771.0,0,25.0,5.8,5,Yes,24,91.6,16.5,10.7,No,0,1,1,0,1,1,1,0,1,0
CUST00091,39,Male,Single,Post Graduate,Salaried,Tier 2,73191.0,37567.0,142913.0,457569.0,53.9,0.618,9,4,419842.0,6,Home Renovation,7.5,71512.0,0.977,850.0,0,9.0,7.8,2,Yes,22,74.3,1.3,3.7,No,1,0,0,0,1,0,0,0,0,0
CUST00092,48,Male,Married,Post Graduate,Salaried,Tier 3,63421.0,18635.0,,33729.0,43.0,0.191,5,2,221299.0,12,Business,10.28,19485.0,0.307,,0,21.0,13.6,2,Yes,19,84.4,14.3,16.0,No,1,0,0,0,1,0,0,1,0,0
CUST00093,31,Male,Married,High School,Business,Tier 2,35297.0,15963.0,139914.0,13899.0,67.8,0.186,6,3,193039.0,24,Education,9.52,8865.0,0.251,675.0,0,17.0,7.4,1,No,11,92.4,0.0,0.2,No,0,0,0,0,1,1,0,0,0,1
